citation,reporting_entity,cadence,deadline,source,url,uslm_id
43 U.S.C. 1741,the Secretary,annual,no later than one hundred and twenty days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section1741&num=0&edition=prelim,/us/usc/t43/s1741
43 U.S.C. 1743,the Secretary,annual,June 1 of each calendar year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section1743&num=0&edition=prelim,/us/usc/t43/s1743
43 U.S.C. 1748a(h),the Secretary concerned,annual,"first week of March, May, July, and potentially September of each year",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section1748a&num=0&edition=prelim,/us/usc/t43/s1748a/h
43 U.S.C. 1748a(h)(3),the Secretary concerned,other,"first week of March, May, July, and potentially September of each year",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section1748a&num=0&edition=prelim,/us/usc/t43/s1748a/h/3
43 U.S.C. 1748a-2,Secretary of the Interior or the Secretary of Agriculture,annual,Not later than 180 days after the end of the fiscal year for which additional new budget authority is used,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section1748a-2&num=0&edition=prelim,/us/usc/t43/s1748a–2
43 U.S.C. 1748d,the Secretary and the Secretary of Interior,annual,"Not later than 180 days after December 20, 2018",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section1748d&num=0&edition=prelim,/us/usc/t43/s1748d
43 U.S.C. 1864,Secretary of the Interior,annual,June 1 of each calendar year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section1864&num=0&edition=prelim,/us/usc/t43/s1864
43 U.S.C. 1865,Secretary of the Interior,biennial,June 30 of every odd numbered year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section1865&num=0&edition=prelim,/us/usc/t43/s1865
43 U.S.C. 2246,the President,annual,annual budget submittal,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section2246&num=0&edition=prelim,/us/usc/t43/s2246
43 U.S.C. 2431,the Secretary,biennial,not later than 1 year after the date on which the eligibility criteria are published in the Federal Register under section 2422(a) of this title,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section2431&num=0&edition=prelim,/us/usc/t43/s2431
43 U.S.C. 3002(f),the Secretary,annual,"February 1 of the first fiscal year beginning after December 27, 2020, and each February 1 thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section3002&num=0&edition=prelim,/us/usc/t43/s3002/f
43 U.S.C. 31c(b),"the Secretary, acting through the Director",biennial,"not later than 1 year after March 12, 2019 (for strategic plan); biennially (for report)",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section31c&num=0&edition=prelim,/us/usc/t43/s31c/b
43 U.S.C. 31g,the Secretary,biennial,"Not later than 3 years after March 30, 2009, and biennially thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section31g&num=0&edition=prelim,/us/usc/t43/s31g
43 U.S.C. 373e,Secretary of the Interior,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section373e&num=0&edition=prelim,/us/usc/t43/s373e
43 U.S.C. 390g-2(c)(1),the Secretary,annual,"Within twelve months after the initiation of phase II, and at annual intervals thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section390g-2&num=0&edition=prelim,/us/usc/t43/s390g–2/c/1
43 U.S.C. 414,not specified,annual,annually,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section414&num=0&edition=prelim,/us/usc/t43/s414
43 U.S.C. 620d(g),Upper Colorado River Basin Fund,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section620d&num=0&edition=prelim,/us/usc/t43/s620d/g
43 U.S.C. 620e,the Secretary,annual,January 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title43-section620e&num=0&edition=prelim,/us/usc/t43/s620e
44 U.S.C. 1115,Director of the Government Publishing Office,annual,at its first meeting,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section1115&num=0&edition=prelim,/us/usc/t44/s1115
44 U.S.C. 1301,Secretary of Agriculture,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section1301&num=0&edition=prelim,/us/usc/t44/s1301
44 U.S.C. 1313,Commissioner of Education,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section1313&num=0&edition=prelim,/us/usc/t44/s1313
44 U.S.C. 1323,Interstate Commerce Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section1323&num=0&edition=prelim,/us/usc/t44/s1323
44 U.S.C. 1325,Commissioner of Labor Statistics,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section1325&num=0&edition=prelim,/us/usc/t44/s1325
44 U.S.C. 1330,Director of the Government Publishing Office,monthly,monthly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section1330&num=0&edition=prelim,/us/usc/t44/s1330
44 U.S.C. 1332,Veterans' organizations,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section1332&num=0&edition=prelim,/us/usc/t44/s1332
44 U.S.C. 1333,Librarian of Congress,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section1333&num=0&edition=prelim,/us/usc/t44/s1333
44 U.S.C. 2119,the Archivist,annual,Not later than December 31st of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section2119&num=0&edition=prelim,/us/usc/t44/s2119
44 U.S.C. 2120 note,the Archivist of the United States,annual,December 31st of each year,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section2120&num=0&edition=prelim,/us/usc/t44/s2120/note/0
44 U.S.C. 2504(a),The Chairman of the Commission,biennial,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section2504&num=0&edition=prelim,/us/usc/t44/s2504/a
44 U.S.C. 309(d),the Inspector General of the Government Publishing Office,annual,each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section309&num=0&edition=prelim,/us/usc/t44/s309/d
44 U.S.C. 3303a,the Archivist,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section3303a&num=0&edition=prelim,/us/usc/t44/s3303a
44 U.S.C. 3604(f),The Director,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section3604&num=0&edition=prelim,/us/usc/t44/s3604/f
44 U.S.C. 3606,the Director,annual,March 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section3606&num=0&edition=prelim,/us/usc/t44/s3606
44 U.S.C. 3903(c)(2)(A)(ii),Inspector General,event-driven,after providing notice,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section3903&num=0&edition=prelim,/us/usc/t44/s3903/c/2/A/ii
44 U.S.C. 3903(c)(3),the Inspector General,semiannual,"Before the first grant of authority under paragraph (1), and semiannually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section3903&num=0&edition=prelim,/us/usc/t44/s3903/c/3
44 U.S.C. 3903(c)(3)(B),Inspector General,event-driven,upon suspension of authority,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section3903&num=0&edition=prelim,/us/usc/t44/s3903/c/3/B
44 U.S.C. 508,Director of the Government Publishing Office,annual,At the beginning of each session of Congress,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section508&num=0&edition=prelim,/us/usc/t44/s508
44 U.S.C. 515,Director of the Government Publishing Office,event-driven,upon contractor default,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section515&num=0&edition=prelim,/us/usc/t44/s515
44 U.S.C. 722,Director of the Government Publishing Office,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title44-section722&num=0&edition=prelim,/us/usc/t44/s722
45 U.S.C. 360(c),The Board,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section360&num=0&edition=prelim,/us/usc/t45/s360/c
45 U.S.C. 712(d)(1),The Association,annual,not later than 90 days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section712&num=0&edition=prelim,/us/usc/t45/s712/d/1
45 U.S.C. 712(d)(3),The Association,quarterly,no later than 30 days after the end of each fiscal quarter,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section712&num=0&edition=prelim,/us/usc/t45/s712/d/3
45 U.S.C. 712(e),The Chairman of the Association,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section712&num=0&edition=prelim,/us/usc/t45/s712/e
45 U.S.C. 712(f),The Chairman of the Association,event-driven,whenever the Association submits any budget estimate or request to the Office of Management and Budget,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section712&num=0&edition=prelim,/us/usc/t45/s712/f
45 U.S.C. 724(b),the Commission,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section724&num=0&edition=prelim,/us/usc/t45/s724/b
45 U.S.C. 741(h),The Corporation,annual,not later than 90 days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section741&num=0&edition=prelim,/us/usc/t45/s741/h
45 U.S.C. 747(b),The Association,annual,within 150 days after the end of the fiscal year of the Corporation,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section747&num=0&edition=prelim,/us/usc/t45/s747/b
45 U.S.C. 747(c),The Association,annual,"Within 90 days after November 1, 1978 (for methodological info); end of first calendar quarter after 90-day period (for first monitoring report)",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section747&num=0&edition=prelim,/us/usc/t45/s747/c
45 U.S.C. 747(c)(1),The Association,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section747&num=0&edition=prelim,/us/usc/t45/s747/c/1
45 U.S.C. 919,the Board,semiannual,every 6 months,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title45-section919&num=0&edition=prelim,/us/usc/t45/s919
46 U.S.C. 10105,the Commandant,annual,not later than 1 year after the date of enactment of the Don Young Coast Guard Authorization Act of 2022,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title46-section10105&num=0&edition=prelim,/us/usc/t46/s10105
46 U.S.C. 3316(f),the Secretary,annual,"Not later than 2 years after the date of the enactment of the Howard Coble Coast Guard and Maritime Transportation Act of 2014, and for each year of the subsequent 2-year period",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title46-section3316&num=0&edition=prelim,/us/usc/t46/s3316/f
46 U.S.C. 4502 note,Secretary of the department in which the Coast Guard is operating,biennial,"one year after the date of enactment of this Act, and every 4 years thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title46-section4502&num=0&edition=prelim,/us/usc/t46/s4502/note/3
46 U.S.C. 50114 note,the Administrator of the Maritime Administration,semiannual,Not less than twice annually,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title46-section50114&num=0&edition=prelim,/us/usc/t46/s50114/note/0
46 U.S.C. 50308(i),Maritime Administrator,annual,during the year covered by the report,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title46-section50308&num=0&edition=prelim,/us/usc/t46/s50308/i
46 U.S.C. 70001(e),the Secretary,biennial,not later than 1 year after the date of the enactment of this paragraph,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title46-section70001&num=0&edition=prelim,/us/usc/t46/s70001/e
46 U.S.C. 70107(m)(5),Inspector General of the department in which the Coast Guard is operating,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title46-section70107&num=0&edition=prelim,/us/usc/t46/s70107/m/5
46 U.S.C. 70122(e),the Secretary,annual,concurrent with the President’s budget submission for each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title46-section70122&num=0&edition=prelim,/us/usc/t46/s70122/e
47 U.S.C. 1306(b)(4),Assistant Secretary,annual,"Not later than 1 year after the date on which the Assistant Secretary establishes the Office under paragraph (1), and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1306&num=0&edition=prelim,/us/usc/t47/s1306/b/4
47 U.S.C. 1306(c)(4),Inspector General of the Department of Commerce,annual,After completing each audit,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1306&num=0&edition=prelim,/us/usc/t47/s1306/c/4
47 U.S.C. 1307(c),Office of Internet Connectivity and Growth,annual,"Not later than 1 year after December 27, 2020, and every year thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1307&num=0&edition=prelim,/us/usc/t47/s1307/c
47 U.S.C. 1429,independent auditor,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1429&num=0&edition=prelim,/us/usc/t47/s1429
47 U.S.C. 1429(a),Secretary of Commerce,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1429&num=0&edition=prelim,/us/usc/t47/s1429/a
47 U.S.C. 1429(b)(2)(A),independent auditor,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1429&num=0&edition=prelim,/us/usc/t47/s1429/b/2/A
47 U.S.C. 1430,First Responder Network Authority,annual,"Not later than 1 year after February 22, 2012, and each year thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1430&num=0&edition=prelim,/us/usc/t47/s1430
47 U.S.C. 163,the Commission,biennial,In the last quarter of every even-numbered year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section163&num=0&edition=prelim,/us/usc/t47/s163
47 U.S.C. 1705(f)(2),Inspector General of the Department and the Comptroller General of the United States,other,"6 months after the date on which the first grant is awarded under this section, and every 6 months thereafter until all of the grant funds awarded under this section are expended",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1705&num=0&edition=prelim,/us/usc/t47/s1705/f/2
47 U.S.C. 1725(a),Assistant Secretary,annual,"Not later than 1 year after the date on which the Assistant Secretary begins awarding grants under section 1723(d)(1) of this title, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section1725&num=0&edition=prelim,/us/usc/t47/s1725/a
47 U.S.C. 227b-2,the Commission,annual,"Not later than 1 year after December 30, 2019, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section227b-2&num=0&edition=prelim,/us/usc/t47/s227b–2
47 U.S.C. 251a,the Commission,annual,"not later than 2 years after October 17, 2020",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section251a&num=0&edition=prelim,/us/usc/t47/s251a
47 U.S.C. 309a,the Commission,annual,"April 1, 2019",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section309a&num=0&edition=prelim,/us/usc/t47/s309a
47 U.S.C. 315 note,Federal Communications Commission,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section315&num=0&edition=prelim,/us/usc/t47/s315/note/0
47 U.S.C. 511(c),the Commission,annual,"Not later than 1 year after January 24, 2020, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section511&num=0&edition=prelim,/us/usc/t47/s511/c
47 U.S.C. 615a-1(f)(2),the Commission,annual,"within 1 year after the date of enactment of the New and Emerging Technologies 911 Improvement Act of 2008, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section615a-1&num=0&edition=prelim,/us/usc/t47/s615a–1/f/2
47 U.S.C. 618(b),the Commission,biennial,"Every two years after October 8, 2010",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section618&num=0&edition=prelim,/us/usc/t47/s618/b
47 U.S.C. 646,the Commission,annual,Each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section646&num=0&edition=prelim,/us/usc/t47/s646
47 U.S.C. 904,the Secretary,event-driven,prior to the effective date of reassignment (90 legislative days before),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section904&num=0&edition=prelim,/us/usc/t47/s904
47 U.S.C. 928 note,National Telecommunications and Information Administration,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section928&num=0&edition=prelim,/us/usc/t47/s928/note/0
47 U.S.C. 941(h),the registry,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title47-section941&num=0&edition=prelim,/us/usc/t47/s941/h
48 U.S.C. 1422 note,Governor and Lieutenant Governor,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1422&num=0&edition=prelim,/us/usc/t48/s1422/note/1
48 U.S.C. 1428d,Governor of Guam,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1428d&num=0&edition=prelim,/us/usc/t48/s1428d
48 U.S.C. 1492a,Secretary,annual,Not later than 30 days after the date on which the Secretary receives a report submitted by the team under subsection (e),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1492a&num=0&edition=prelim,/us/usc/t48/s1492a
48 U.S.C. 1492a(f),Secretary,event-driven,Not later than 30 days after the date on which the Secretary receives a report submitted by the team under subsection (e),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1492a&num=0&edition=prelim,/us/usc/t48/s1492a/f
48 U.S.C. 1575(g),the legislature,annual,each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1575&num=0&edition=prelim,/us/usc/t48/s1575/g
48 U.S.C. 1668,Governor of American Samoa,annual,within one hundred and twenty days after the close of the fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1668&num=0&edition=prelim,/us/usc/t48/s1668
48 U.S.C. 1692,"chief executives of the governments of the Marshall Islands, the Federated States of Micronesia, Palau, and the Northern Mariana Islands",annual,within one hundred and twenty days after the close of the fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1692&num=0&edition=prelim,/us/usc/t48/s1692
48 U.S.C. 1902(a)(4),The President,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1902&num=0&edition=prelim,/us/usc/t48/s1902/a/4
48 U.S.C. 1902(c)(4),the President,annual,Not later than 180 days after the end of the United States fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1902&num=0&edition=prelim,/us/usc/t48/s1902/c/4
48 U.S.C. 1903(a)(4),The President,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1903&num=0&edition=prelim,/us/usc/t48/s1903/a/4
48 U.S.C. 1903(e),Government of the Marshall Islands,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1903&num=0&edition=prelim,/us/usc/t48/s1903/e
48 U.S.C. 1903(m)(4),the President,annual,Not later than 180 days after the end of the United States fiscal year with respect to which such funds were provided,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1903&num=0&edition=prelim,/us/usc/t48/s1903/m/4
48 U.S.C. 1903 note,the Secretary of the Interior,annual,"not later than January 1, 1982",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1903&num=0&edition=prelim,/us/usc/t48/s1903/note/2
48 U.S.C. 1910,the President,annual,not later than 180 days after the end of the United States fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1910&num=0&edition=prelim,/us/usc/t48/s1910
48 U.S.C. 1933(k),Departments of Energy and Interior,annual,December 1 of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1933&num=0&edition=prelim,/us/usc/t48/s1933/k
48 U.S.C. 1974(c)(4),Secretary of State,annual,"Not later than 180 days after December 22, 2023",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1974&num=0&edition=prelim,/us/usc/t48/s1974/c/4
48 U.S.C. 1988(i),Secretary of State,annual,"beginning 1 year from March 9, 2024",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section1988&num=0&edition=prelim,/us/usc/t48/s1988/i
48 U.S.C. 2002,Secretary of the Interior,other,"Not later than one year after January 14, 1986, and each five years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section2002&num=0&edition=prelim,/us/usc/t48/s2002
48 U.S.C. 2127(a),Oversight Board,annual,each fiscal year during which the Oversight Board is in operation,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section2127&num=0&edition=prelim,/us/usc/t48/s2127/a
48 U.S.C. 2148,Oversight Board,annual,Not later than 30 days after the last day of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section2148&num=0&edition=prelim,/us/usc/t48/s2148
48 U.S.C. 2198,Comptroller General of the United States,biennial,"Not later than one year after June 30, 2016, and thereafter not less than once every two years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title48-section2198&num=0&edition=prelim,/us/usc/t48/s2198
49 U.S.C. 114 note,Administrator of the TSA,annual,In conjunction with the submission of the Department’s annual budget request to the Office of Management and Budget,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section114&num=0&edition=prelim,/us/usc/t49/s114/note/11
49 U.S.C. 114 note,the Administrator,annual,not later than 120 days after the date that annual risk-based priorities are developed under subsection (a),note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section114&num=0&edition=prelim,/us/usc/t49/s114/note/15
49 U.S.C. 114 note,Secretary of Homeland Security,semiannual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section114&num=0&edition=prelim,/us/usc/t49/s114/note/20
49 U.S.C. 114 note,Under Secretary of Transportation for Security,annual,"Not later than 6 months after the date of enactment of this Act, and annually thereafter until the Under Secretary has implemented or decided not to take each of the actions specified in subsection (a)",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section114&num=0&edition=prelim,/us/usc/t49/s114/note/26
49 U.S.C. 114(s)(4),Secretary of Homeland Security,biennial,April 1 of each even-numbered year; annually in conjunction with budget submission; end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section114&num=0&edition=prelim,/us/usc/t49/s114/s/4
49 U.S.C. 114(s)(4)(B),Secretary of Homeland Security,annual,"each year, in conjunction with the submission of the budget to Congress",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section114&num=0&edition=prelim,/us/usc/t49/s114/s/4/B
49 U.S.C. 114(t)(6),Secretary of Homeland Security,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section114&num=0&edition=prelim,/us/usc/t49/s114/t/6
49 U.S.C. 116(h)(4),the Secretary,quarterly,"not later than 90 days after the date of enactment of this section, and every 90 days thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section116&num=0&edition=prelim,/us/usc/t49/s116/h/4
49 U.S.C. 1301 note,Surface Transportation Board,annual,Not later than 180 days after the date of enactment of this Act,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section1301&num=0&edition=prelim,/us/usc/t49/s1301/note/6
49 U.S.C. 1304,The Board,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section1304&num=0&edition=prelim,/us/usc/t49/s1304
49 U.S.C. 1304 note,Surface Transportation Board,quarterly,not later than 60 days after the date of the enactment of this Act,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section1304&num=0&edition=prelim,/us/usc/t49/s1304/note/0
49 U.S.C. 1326(b)(1),the Inspector General,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section1326&num=0&edition=prelim,/us/usc/t49/s1326/b/1
49 U.S.C. 1326(b)(3),the Inspector General,periodic,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section1326&num=0&edition=prelim,/us/usc/t49/s1326/b/3
49 U.S.C. 20155 note,the Secretary,annual,not later than 60 days after the date that both the collection of the data under subsection (b) and the survey under subsection (c) are complete,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section20155&num=0&edition=prelim,/us/usc/t49/s20155/note/2
49 U.S.C. 20162 note,the Secretary,event-driven,upon determination of failure to cooperate,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section20162&num=0&edition=prelim,/us/usc/t49/s20162/note/0
49 U.S.C. 22402 note,the Secretary of Transportation,semiannual,"not later than 6 months after the date of enactment of this Act, and every 6 months thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section22402&num=0&edition=prelim,/us/usc/t49/s22402/note/1
49 U.S.C. 24711 note,Secretary of Transportation,biennial,"not later than 4 years after the date of implementation of the pilot program under section 24711 of title 49, United States Code",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section24711&num=0&edition=prelim,/us/usc/t49/s24711/note/1
49 U.S.C. 24712(a)(7),State-Supported Route Committee,event-driven,Not later than 30 days after the adoption of the revised cost methodology policy,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section24712&num=0&edition=prelim,/us/usc/t49/s24712/a/7
49 U.S.C. 24911(j),the Secretary,annual,not later than the first Monday in February of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section24911&num=0&edition=prelim,/us/usc/t49/s24911/j
49 U.S.C. 25101(g),the Secretary,annual,"Not later than 1 year after the establishment of the program under this section, and by February 1st of each year thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section25101&num=0&edition=prelim,/us/usc/t49/s25101/g
49 U.S.C. 310(f),Secretary of Transportation; Inspector General of the Department of Transportation,biennial,Not later than 2 years after the date of enactment (for Secretary); Not later than 3 years after the date of enactment (for IG),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section310&num=0&edition=prelim,/us/usc/t49/s310/f
49 U.S.C. 41728 note,the Secretary,annual,Upon completion of each annual report required under subsection (c),note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section41728&num=0&edition=prelim,/us/usc/t49/s41728/note/2
49 U.S.C. 41728 note,the Secretary of Transportation,annual,"not later than 1 year after the date of enactment of this Act, and annually thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section41728&num=0&edition=prelim,/us/usc/t49/s41728/note/3
49 U.S.C. 41743(f),Secretary of the Department of Transportation,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section41743&num=0&edition=prelim,/us/usc/t49/s41743/f
49 U.S.C. 44745(i),the Administrator,annual,1 year after the date of enactment of the FAA Reauthorization Act of 2024,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section44745&num=0&edition=prelim,/us/usc/t49/s44745/i
49 U.S.C. 44803 note,The Administrator,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title49-section44803&num=0&edition=prelim,/us/usc/t49/s44803/note/0
